AssociationCount	SEMMEDDBSubject	SEMMEDBSubjectName	SEMMEDDBPredicate	SEMMEDDBObject	SEMMEDDBObjectName	BiolinkSubject	BiolinkPredicate	BiolinkObject	ComponentMissing	ValidEdge?
104798	celc	Cell Component	LOCATION_OF	moft	Molecular Function	biolink:CellularComponent	biolink:location_of	biolink:MolecularActivity	None	True
103914	antb	Antibiotic	TREATS	dsyn	Disease or Syndrome	biolink:Drug	biolink:treats	biolink:Disease	None	True
103807	plnt	Plant	ISA	plnt	Plant		biolink:subclass_of		plnt	False
103778	hlca	Health Care Activity	ADMINISTERED_TO	humn	Human	biolink:Activity	biolink:affects		humn	False
101473	menp	Mental Process	PROCESS_OF	mamm	Mammal	biolink:Behavior	biolink:occurs_in		mamm	False
100736	tisu	Tissue	LOCATION_OF	orch	Organic Chemical	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:SmallMolecule	None	True
100698	moft	Molecular Function	PROCESS_OF	humn	Human	biolink:MolecularActivity	biolink:occurs_in		humn	False
99133	resa	Research Activity	USES	mbrt	Molecular Biology Research Technique	biolink:Activity	biolink:has_input	biolink:Procedure	None	False
98928	tisu	Tissue	LOCATION_OF	dsyn	Disease or Syndrome	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:Disease	None	True
98225	blor	Body Location or Region	LOCATION_OF	inpo	Injury or Poisoning		biolink:location_of	biolink:PathologicalProcess	blor	False
97066	diap	Diagnostic Procedure	ISA	hlca	Health Care Activity	biolink:Procedure	biolink:subclass_of	biolink:Activity	None	False
96663	topp	Therapeutic or Preventive Procedure	CAUSES	dsyn	Disease or Syndrome	biolink:Procedure	biolink:causes	biolink:Disease	None	True
96227	orch	Organic Chemical	CAUSES	celf	Cell Function	biolink:SmallMolecule	biolink:causes	biolink:PhysiologicalProcess	None	True
95702	diap	Diagnostic Procedure	DIAGNOSES	patf	Pathologic Function	biolink:Procedure	biolink:diagnoses	biolink:PathologicalProcess	None	False
94904	horm	Hormone	TREATS	mamm	Mammal	biolink:SmallMolecule	biolink:treats		mamm	False
94892	dsyn	Disease or Syndrome	PROCESS_OF	bact	Bacterium	biolink:Disease	biolink:occurs_in		bact	False
94626	aapp	Amino Acid, Peptide, or Protein	PART_OF	tisu	Tissue	biolink:Polypeptide	biolink:part_of	biolink:GrossAnatomicalStructure	None	True
94280	aapp	Amino Acid, Peptide, or Protein	AFFECTS	fndg	Finding	biolink:Polypeptide	biolink:affects	biolink:DiseaseOrPhenotypicFeature	None	True
94217	orch	Organic Chemical	INTERACTS_WITH	orch	Organic Chemical	biolink:SmallMolecule	biolink:interacts_with	biolink:SmallMolecule	None	True
94085	orch	Organic Chemical	COEXISTS_WITH	orch	Organic Chemical	biolink:SmallMolecule	biolink:coexists_with	biolink:SmallMolecule	None	True
93772	medd	Medical Device	TREATS	dsyn	Disease or Syndrome	biolink:Device	biolink:treats	biolink:Disease	None	False
92641	patf	Pathologic Function	CAUSES	dsyn	Disease or Syndrome	biolink:PathologicalProcess	biolink:causes	biolink:Disease	None	True
91896	bacs	Biologically Active Substance	INHIBITS	gngm	Gene or Genome	biolink:SmallMolecule		biolink:GenomicEntity	INHIBITS	False
91835	hlca	Health Care Activity	USES	phsu	Pharmacologic Substance	biolink:Activity	biolink:has_input	biolink:Drug	None	False
91420	aapp	Amino Acid, Peptide, or Protein	ADMINISTERED_TO	cell	Cell	biolink:Polypeptide	biolink:affects	biolink:Cell	None	True
90105	gngm	Gene or Genome	COEXISTS_WITH	gngm	Gene or Genome	biolink:GenomicEntity	biolink:coexists_with	biolink:GenomicEntity	None	True
89928	aapp	Amino Acid, Peptide, or Protein	PART_OF	bact	Bacterium	biolink:Polypeptide	biolink:part_of		bact	False
89855	orga	Organism Attribute	ASSOCIATED_WITH	dsyn	Disease or Syndrome	biolink:OrganismAttribute	biolink:related_to	biolink:Disease	None	True
89001	aapp	Amino Acid, Peptide, or Protein	AFFECTS	ortf	Organ or Tissue Function	biolink:Polypeptide	biolink:affects	biolink:PhysiologicalProcess	None	True
88969	celc	Cell Component	PART_OF	celc	Cell Component	biolink:CellularComponent	biolink:part_of	biolink:CellularComponent	None	True
87910	lbpr	Laboratory Procedure	USES	phsu	Pharmacologic Substance	biolink:Procedure	biolink:has_input	biolink:Drug	None	False
87400	celc	Cell Component	LOCATION_OF	npop	Natural Phenomenon or Process	biolink:CellularComponent	biolink:location_of	biolink:Phenomenon	None	True
86698	bacs	Biologically Active Substance	ISA	bacs	Biologically Active Substance	biolink:SmallMolecule	biolink:subclass_of	biolink:SmallMolecule	None	False
86297	celf	Cell Function	PROCESS_OF	humn	Human	biolink:PhysiologicalProcess	biolink:occurs_in		humn	False
86292	gngm	Gene or Genome	PART_OF	blor	Body Location or Region	biolink:GenomicEntity	biolink:part_of		blor	False
86275	horm	Hormone	TREATS	dsyn	Disease or Syndrome	biolink:SmallMolecule	biolink:treats	biolink:Disease	None	True
86068	aapp	Amino Acid, Peptide, or Protein	INHIBITS	gngm	Gene or Genome	biolink:Polypeptide		biolink:GenomicEntity	INHIBITS	False
85106	dsyn	Disease or Syndrome	COEXISTS_WITH	patf	Pathologic Function	biolink:Disease	biolink:coexists_with	biolink:PathologicalProcess	None	True
85078	lbpr	Laboratory Procedure	USES	topp	Therapeutic or Preventive Procedure	biolink:Procedure	biolink:has_input	biolink:Procedure	None	False
84984	bacs	Biologically Active Substance	PART_OF	cell	Cell	biolink:SmallMolecule	biolink:part_of	biolink:Cell	None	True
84568	mamm	Mammal	ISA	mamm	Mammal		biolink:subclass_of		mamm	False
84121	topp	Therapeutic or Preventive Procedure	PREVENTS	dsyn	Disease or Syndrome	biolink:Procedure	biolink:prevents	biolink:Disease	None	True
83578	gngm	Gene or Genome	PART_OF	celc	Cell Component	biolink:GenomicEntity	biolink:part_of	biolink:CellularComponent	None	True
83387	orch	Organic Chemical	CAUSES	dsyn	Disease or Syndrome	biolink:SmallMolecule	biolink:causes	biolink:Disease	None	True
82922	aapp	Amino Acid, Peptide, or Protein	AUGMENTS	celf	Cell Function	biolink:Polypeptide		biolink:PhysiologicalProcess	AUGMENTS	False
82817	phsu	Pharmacologic Substance	TREATS	humn	Human	biolink:Drug	biolink:treats		humn	False
82659	gngm	Gene or Genome	PART_OF	bpoc	Body Part, Organ, or Organ Component	biolink:GenomicEntity	biolink:part_of	biolink:GrossAnatomicalStructure	None	True
82379	tisu	Tissue	LOCATION_OF	neop	Neoplastic Process	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:Disease	None	True
82350	gngm	Gene or Genome	PART_OF	mamm	Mammal	biolink:GenomicEntity	biolink:part_of		mamm	False
82039	celf	Cell Function	PROCESS_OF	mamm	Mammal	biolink:PhysiologicalProcess	biolink:occurs_in		mamm	False
81232	resa	Research Activity	USES	resd	Research Device	biolink:Activity	biolink:has_input	biolink:Device	None	False
81207	bact	Bacterium	ISA	bact	Bacterium		biolink:subclass_of		bact	False
81120	topp	Therapeutic or Preventive Procedure	COEXISTS_WITH	hlca	Health Care Activity	biolink:Procedure	biolink:coexists_with	biolink:Activity	None	True
80820	dsyn	Disease or Syndrome	PROCESS_OF	aggp	Age Group	biolink:Disease	biolink:occurs_in	biolink:Cohort	None	True
80562	tisu	Tissue	LOCATION_OF	orgf	Organism Function	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:PhysiologicalProcess	None	True
80557	horm	Hormone	TREATS	podg	Patient or Disabled Group	biolink:SmallMolecule	biolink:treats	biolink:Cohort	None	False
79830	celc	Cell Component	LOCATION_OF	orch	Organic Chemical	biolink:CellularComponent	biolink:location_of	biolink:SmallMolecule	None	True
79369	lbpr	Laboratory Procedure	DIAGNOSES	neop	Neoplastic Process	biolink:Procedure	biolink:diagnoses	biolink:Disease	None	False
78903	bdsy	Body System	LOCATION_OF	topp	Therapeutic or Preventive Procedure		biolink:location_of	biolink:Procedure	bdsy	False
78324	phsu	Pharmacologic Substance	TREATS	patf	Pathologic Function	biolink:Drug	biolink:treats	biolink:PathologicalProcess	None	False
78033	dsyn	Disease or Syndrome	PROCESS_OF	anim	Animal	biolink:Disease	biolink:occurs_in		anim	False
77936	aggp	Age Group	ISA	popg	Population Group	biolink:Cohort	biolink:subclass_of	biolink:PopulationOfIndividualOrganisms	None	False
77651	topp	Therapeutic or Preventive Procedure	TREATS	humn	Human	biolink:Procedure	biolink:treats		humn	False
77641	phsu	Pharmacologic Substance	TREATS	sosy	Sign or Symptom	biolink:Drug	biolink:treats	biolink:PhenotypicFeature	None	True
76960	hlca	Health Care Activity	COEXISTS_WITH	topp	Therapeutic or Preventive Procedure	biolink:Activity	biolink:coexists_with	biolink:Procedure	None	True
76837	bacs	Biologically Active Substance	PART_OF	virs	Virus	biolink:SmallMolecule	biolink:part_of		virs	False
76785	resa	Research Activity	MEASURES	qnco	Quantitative Concept	biolink:Activity	biolink:quantifier_qualifier	biolink:InformationContentEntity	None	False
76603	dsyn	Disease or Syndrome	AFFECTS	dsyn	Disease or Syndrome	biolink:Disease	biolink:affects	biolink:Disease	None	True
76506	emst	Embryonic Structure	LOCATION_OF	aapp	Amino Acid, Peptide, or Protein	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:Polypeptide	None	True
76100	bsoj	Body Space or Junction	PART_OF	bpoc	Body Part, Organ, or Organ Component		biolink:part_of	biolink:GrossAnatomicalStructure	bsoj	False
76047	dora	Daily or Recreational Activity	TREATS	humn	Human	biolink:Activity	biolink:treats		humn	False
75858	phsf	Physiologic Function	PROCESS_OF	mamm	Mammal	biolink:PhysiologicalProcess	biolink:occurs_in		mamm	False
74682	phsu	Pharmacologic Substance	ISA	phsu	Pharmacologic Substance	biolink:Drug	biolink:subclass_of	biolink:Drug	None	True
72961	orch	Organic Chemical	TREATS	sosy	Sign or Symptom	biolink:SmallMolecule	biolink:treats	biolink:PhenotypicFeature	None	True
72839	dsyn	Disease or Syndrome	OCCURS_IN	podg	Patient or Disabled Group	biolink:Disease	biolink:occurs_in	biolink:Cohort	None	True
72474	patf	Pathologic Function	ASSOCIATED_WITH	gngm	Gene or Genome	biolink:PathologicalProcess	biolink:related_to	biolink:GenomicEntity	None	True
72087	fndg	Finding	NEG_PROCESS_OF	humn	Human	biolink:DiseaseOrPhenotypicFeature			NEG_PROCESS_OF	False
71767	gngm	Gene or Genome	PART_OF	invt	unmappped	biolink:GenomicEntity	biolink:part_of		invt	False
71545	moft	Molecular Function	PROCESS_OF	mamm	Mammal	biolink:MolecularActivity	biolink:occurs_in		mamm	False
71512	comd	Cell or Molecular Dysfunction	PROCESS_OF	humn	Human	biolink:Disease	biolink:occurs_in		humn	False
71209	fngs	Fungus	LOCATION_OF	aapp	Amino Acid, Peptide, or Protein		biolink:location_of	biolink:Polypeptide	fngs	False
70235	virs	Virus	CAUSES	dsyn	Disease or Syndrome		biolink:causes	biolink:Disease	virs	False
70148	aapp	Amino Acid, Peptide, or Protein	DISRUPTS	celf	Cell Function	biolink:Polypeptide	biolink:disrupts	biolink:PhysiologicalProcess	None	True
69924	diap	Diagnostic Procedure	USES	medd	Medical Device	biolink:Procedure	biolink:has_input	biolink:Device	None	False
69561	hcro	Health Care Related Organization	LOCATION_OF	diap	Diagnostic Procedure	biolink:Agent	biolink:location_of	biolink:Procedure	None	True
69361	phsu	Pharmacologic Substance	TREATS	mobd	Mental or Behavioral Dysfunction	biolink:Drug	biolink:treats	biolink:Disease	None	True
68990	aapp	Amino Acid, Peptide, or Protein	COEXISTS_WITH	bacs	Biologically Active Substance	biolink:Polypeptide	biolink:coexists_with	biolink:SmallMolecule	None	True
68950	aapp	Amino Acid, Peptide, or Protein	AFFECTS	dsyn	Disease or Syndrome	biolink:Polypeptide	biolink:affects	biolink:Disease	None	True
68777	bacs	Biologically Active Substance	PART_OF	humn	Human	biolink:SmallMolecule	biolink:part_of		humn	False
68533	aapp	Amino Acid, Peptide, or Protein	AFFECTS	genf	Genetic Function	biolink:Polypeptide	biolink:affects		genf	False
68215	aapp	Amino Acid, Peptide, or Protein	AFFECTS	bpoc	Body Part, Organ, or Organ Component	biolink:Polypeptide	biolink:affects	biolink:GrossAnatomicalStructure	None	True
68212	topp	Therapeutic or Preventive Procedure	AFFECTS	dsyn	Disease or Syndrome	biolink:Procedure	biolink:affects	biolink:Disease	None	True
67955	emst	Embryonic Structure	PART_OF	mamm	Mammal	biolink:GrossAnatomicalStructure	biolink:part_of		mamm	False
67742	bdsu	Body Substance	PART_OF	bpoc	Body Part, Organ, or Organ Component		biolink:part_of	biolink:GrossAnatomicalStructure	bdsu	False
67669	lbpr	Laboratory Procedure	USES	medd	Medical Device	biolink:Procedure	biolink:has_input	biolink:Device	None	False
67373	bacs	Biologically Active Substance	ASSOCIATED_WITH	neop	Neoplastic Process	biolink:SmallMolecule	biolink:related_to	biolink:Disease	None	True
66648	gngm	Gene or Genome	PART_OF	cell	Cell	biolink:GenomicEntity	biolink:part_of	biolink:Cell	None	True
66551	bsoj	Body Space or Junction	LOCATION_OF	dsyn	Disease or Syndrome		biolink:location_of	biolink:Disease	bsoj	False
66213	phsu	Pharmacologic Substance	INHIBITS	gngm	Gene or Genome	biolink:Drug		biolink:GenomicEntity	INHIBITS	False
66043	aapp	Amino Acid, Peptide, or Protein	STIMULATES	bacs	Biologically Active Substance	biolink:Polypeptide		biolink:SmallMolecule	STIMULATES	False
65771	hlca	Health Care Activity	TREATS	fndg	Finding	biolink:Activity	biolink:treats	biolink:DiseaseOrPhenotypicFeature	None	False
65535	gngm	Gene or Genome	COEXISTS_WITH	aapp	Amino Acid, Peptide, or Protein	biolink:GenomicEntity	biolink:coexists_with	biolink:Polypeptide	None	True
63802	podg	Patient or Disabled Group	ISA	popg	Population Group	biolink:Cohort	biolink:subclass_of	biolink:PopulationOfIndividualOrganisms	None	False
63464	dsyn	Disease or Syndrome	CAUSES	orgf	Organism Function	biolink:Disease	biolink:causes	biolink:PhysiologicalProcess	None	True
63376	aapp	Amino Acid, Peptide, or Protein	CAUSES	patf	Pathologic Function	biolink:Polypeptide	biolink:causes	biolink:PathologicalProcess	None	True
62922	lbpr	Laboratory Procedure	USES	irda	Indicator, Reagent, or Diagnostic Aid	biolink:Procedure	biolink:has_input		irda	False
62575	moft	Molecular Function	PROCESS_OF	tisu	Tissue	biolink:MolecularActivity	biolink:occurs_in	biolink:GrossAnatomicalStructure	None	True
62193	aapp	Amino Acid, Peptide, or Protein	PREDISPOSES	dsyn	Disease or Syndrome	biolink:Polypeptide	biolink:predisposes	biolink:Disease	None	True
62137	podg	Patient or Disabled Group	USES	medd	Medical Device	biolink:Cohort	biolink:has_input	biolink:Device	None	False
61773	horm	Hormone	ISA	topp	Therapeutic or Preventive Procedure	biolink:SmallMolecule	biolink:subclass_of	biolink:Procedure	None	False
61722	anab	Anatomical Abnormality	PART_OF	humn	Human	biolink:Disease	biolink:part_of		humn	False
61198	gngm	Gene or Genome	PART_OF	neop	Neoplastic Process	biolink:GenomicEntity	biolink:part_of	biolink:Disease	None	True
60538	topp	Therapeutic or Preventive Procedure	PREVENTS	patf	Pathologic Function	biolink:Procedure	biolink:prevents	biolink:PathologicalProcess	None	True
60010	bacs	Biologically Active Substance	INTERACTS_WITH	bacs	Biologically Active Substance	biolink:SmallMolecule	biolink:interacts_with	biolink:SmallMolecule	None	True
59756	topp	Therapeutic or Preventive Procedure	CAUSES	patf	Pathologic Function	biolink:Procedure	biolink:causes	biolink:PathologicalProcess	None	True
59697	patf	Pathologic Function	COEXISTS_WITH	fndg	Finding	biolink:PathologicalProcess	biolink:coexists_with	biolink:DiseaseOrPhenotypicFeature	None	True
59660	gngm	Gene or Genome	AFFECTS	moft	Molecular Function	biolink:GenomicEntity	biolink:affects	biolink:MolecularActivity	None	True
59314	topp	Therapeutic or Preventive Procedure	USES	lipd	unmappped	biolink:Procedure	biolink:has_input		lipd	False
59197	dsyn	Disease or Syndrome	PRECEDES	dsyn	Disease or Syndrome	biolink:Disease	biolink:precedes	biolink:Disease	None	False
58881	mamm	Mammal	LOCATION_OF	orch	Organic Chemical		biolink:location_of	biolink:SmallMolecule	mamm	False
58563	dsyn	Disease or Syndrome	COEXISTS_WITH	neop	Neoplastic Process	biolink:Disease	biolink:coexists_with	biolink:Disease	None	True
58532	prog	Professional or Occupational Group	TREATS	podg	Patient or Disabled Group	biolink:Cohort	biolink:treats	biolink:Cohort	None	False
58457	orch	Organic Chemical	TREATS	patf	Pathologic Function	biolink:SmallMolecule	biolink:treats	biolink:PathologicalProcess	None	False
57236	bsoj	Body Space or Junction	LOCATION_OF	neop	Neoplastic Process		biolink:location_of	biolink:Disease	bsoj	False
57116	dsyn	Disease or Syndrome	AFFECTS	fndg	Finding	biolink:Disease	biolink:affects	biolink:DiseaseOrPhenotypicFeature	None	True
56913	topp	Therapeutic or Preventive Procedure	ADMINISTERED_TO	mamm	Mammal	biolink:Procedure	biolink:affects		mamm	False
56697	gngm	Gene or Genome	AFFECTS	orgf	Organism Function	biolink:GenomicEntity	biolink:affects	biolink:PhysiologicalProcess	None	True
56679	moft	Molecular Function	AFFECTS	gngm	Gene or Genome	biolink:MolecularActivity	biolink:affects	biolink:GenomicEntity	None	True
56588	dsyn	Disease or Syndrome	CAUSES	sosy	Sign or Symptom	biolink:Disease	biolink:causes	biolink:PhenotypicFeature	None	True
56438	bacs	Biologically Active Substance	PART_OF	bact	Bacterium	biolink:SmallMolecule	biolink:part_of		bact	False
56324	hcro	Health Care Related Organization	LOCATION_OF	lbpr	Laboratory Procedure	biolink:Agent	biolink:location_of	biolink:Procedure	None	True
56086	topp	Therapeutic or Preventive Procedure	TREATS	anab	Anatomical Abnormality	biolink:Procedure	biolink:treats	biolink:Disease	None	False
56018	tisu	Tissue	LOCATION_OF	ortf	Organ or Tissue Function	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:PhysiologicalProcess	None	True
55681	topp	Therapeutic or Preventive Procedure	USES	carb	unmappped	biolink:Procedure	biolink:has_input		carb	False
55541	neop	Neoplastic Process	COEXISTS_WITH	dsyn	Disease or Syndrome	biolink:Disease	biolink:coexists_with	biolink:Disease	None	True
55088	orch	Organic Chemical	ADMINISTERED_TO	mamm	Mammal	biolink:SmallMolecule	biolink:affects		mamm	False
54973	lbpr	Laboratory Procedure	DIAGNOSES	fndg	Finding	biolink:Procedure	biolink:diagnoses	biolink:DiseaseOrPhenotypicFeature	None	False
54660	bacs	Biologically Active Substance	COEXISTS_WITH	bacs	Biologically Active Substance	biolink:SmallMolecule	biolink:coexists_with	biolink:SmallMolecule	None	True
54523	dsyn	Disease or Syndrome	OCCURS_IN	popg	Population Group	biolink:Disease	biolink:occurs_in	biolink:PopulationOfIndividualOrganisms	None	True
54447	gngm	Gene or Genome	CAUSES	dsyn	Disease or Syndrome	biolink:GenomicEntity	biolink:causes	biolink:Disease	None	True
54390	aapp	Amino Acid, Peptide, or Protein	AFFECTS	patf	Pathologic Function	biolink:Polypeptide	biolink:affects	biolink:PathologicalProcess	None	True
54296	neop	Neoplastic Process	ISA	dsyn	Disease or Syndrome	biolink:Disease	biolink:subclass_of	biolink:Disease	None	False
